words_en,ratings
What a fucking bitch!,very violent
what a waste,bad
What a wonderful cause!,acceptable positive
What advantages will the reader gain?,good
What an old stick in the mud.,bad
What are the some points to massage to relax the back?,good
What are you doing all day?,very violent
What are you gonna do if I leave,bad
what are you good for?,bad
"What are you, an animal?",very violent
What are your symptoms?,good
What can I do to make you feel better?,good
What could be more important than being with me?,bad
What do I do with you?,very violent
What do I need to cope better ?,good
What do you disapprove of about it?,good
What do you hear as a message?,good
what do you need?,good
What do you plan to do after college?,good
What do you think I am talking about?,good
What do you think is important to me?,good
What do you think is the meaning of my words?,good
what do you think you can implement?,good
What do you think?,good
what do you want,bad
What do you want me to do?,good
What do you want to do?,good
What do you want to do?,good
What does your company do?,good
what good are you?,very violent
What happened ?,good
What has he done that you don't want,good
What have I done to deserve this?,bad
What if we broke into the church and had sex on the altar?,good
What if we had sex in the wilderness?,good
What if we went shopping with a butt plug?,good
What is essential in what I have just said?,good
What is it that speaks to you in what I have expressed?,good
What is the name of your hotel?,good
What is your date of birth?,good
What is your favorite color and why?,good
What is your name?,good
What is your purpose in life?,very violent
What problem is he or she trying to solve?,good
What shocked you today?,good
What song hits you emotionally?,good
what steps do you think we should take?,good
What the hell,bad
What you are trying to tell me is that you could have used a lot more presence and support from me?,good
What you can learn from this is that you shall think twice before speaking.,bad
What you have done for me has helped me a lot and I feel grateful.,good
What you say is not interesting,bad
What’s the number 1 question that my background and experience can help you with?,good
what's the big deal,bad
what's the point,bad
What's the point of listening to you,very violent
what's with the face?,bad
What's with the outfit,bad
What's with this hairstyle,bad
What's wrong with you?,violent
What's wrong with your head?,bad
What's your problem?,bad
"When a person is so insensitive to other people, it ’s evidence of a personality disturbance.",violent
When he told me that he could triple our earnings I felt suspicious.,good
"When I broke my leg, I got frustrated because I need to keep moving.",excellent
"When I can't draw, I feel bored because I have a need for self expression. ",excellent
When I caught you doing dirty things I felt embarrassed.,excellent
When I ear lots of loud sounds I feel anoyed because my need for calm is not met.,excellent
When I found out I was going to have to share my room I felt mad because I need my privacy.,excellent
When I found out what you had done for me I felt grateful.,excellent
When I found out you were dating my best friend I felt confused.,excellent
"When I hear that I'm the most selfish person you've ever known, I feel hurt, because I need my efforts to accommodate your preferences to be acknowledged.",excellent
When I hear this I feel disappointed because I need empathy.,excellent
